治疗变量 (T),结果变量 (Y),θ 点估计,HC3 标准误,95% CI 下界,95% CI 上界,有效样本数,折数 K,基学习器
fx_s1_cx1_air_sp,y_fx_xin1,-0.01825,0.04499,-0.106429,0.06993,86400,5,HistGBDT-Temporal
