group,gate,mean_branch_output,mean_abs_contribution
preprocessing,0.50650554895401,-0.0889119952917099,0.20934522151947021
reagent,0.49967584013938904,0.420204758644104,0.34217366576194763
roughing,0.5198021531105042,-0.6480308771133423,0.6327480673789978
cleaning,0.5002210736274719,0.24190521240234375,0.17562013864517212
scavenging,0.5264604687690735,-0.07949794083833694,1.0927214622497559
temperature,0.48996612429618835,0.20392297208309174,0.09991534054279327
auxiliary,0.4846245050430298,0.14496788382530212,0.07622497528791428
