job_id,target,treatment_group,effect_type,treatment_candidates,resolved_treatment,missing_treatment_candidates,treatment_lag_min,adjustment_candidates,adjustment_cols_used,adjustment_cols_missing,forbidden_patterns,forbidden_cols_removed,status,error_msg
cx2_level_control_lag30,y_fx_xin1,cx2_level_control,total_or_conditional_effect,fx_s1_cx2_level_valve_sp;fx_s1_cx2_level;fx_s1_{c}_level_valve_sp;fx_s1_{c}_level,fx_s1_cx2_level_valve_sp,,30,agg_tm_cyclone_feed_flow;agg_tm_cyclone_feed_pressure;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt*_underflow_density;fx_nt*_motor_current;fx_blower*_pressure;fx_nt*_underflow_density;agg_tm_cyclone_feed_flow;agg_tm_cyclone_feed_pressure,agg_tm_cyclone_feed_flow;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt1_underflow_density;fx_nt2_underflow_density;fx_nt1_motor_current;fx_nt2_motor_current;fx_blower1_pressure;fx_blower2_pressure,agg_tm_cyclone_feed_pressure;agg_tm_cyclone_feed_pressure,y_*;lab_*;*_label*;*_target*;*_pred*;fx_s1_*_froth_h;fx_s1_*_motor_curr;fx_s1_*_bv_pos;fx_s1_*_air_flow;fx_s1_*_air_sp,,success,
cx2_level_control_lag60,y_fx_xin1,cx2_level_control,total_or_conditional_effect,fx_s1_cx2_level_valve_sp;fx_s1_cx2_level;fx_s1_{c}_level_valve_sp;fx_s1_{c}_level,fx_s1_cx2_level_valve_sp,,60,agg_tm_cyclone_feed_flow;agg_tm_cyclone_feed_pressure;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt*_underflow_density;fx_nt*_motor_current;fx_blower*_pressure;fx_nt*_underflow_density;agg_tm_cyclone_feed_flow;agg_tm_cyclone_feed_pressure,agg_tm_cyclone_feed_flow;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt1_underflow_density;fx_nt2_underflow_density;fx_nt1_motor_current;fx_nt2_motor_current;fx_blower1_pressure;fx_blower2_pressure,agg_tm_cyclone_feed_pressure;agg_tm_cyclone_feed_pressure,y_*;lab_*;*_label*;*_target*;*_pred*;fx_s1_*_froth_h;fx_s1_*_motor_curr;fx_s1_*_bv_pos;fx_s1_*_air_flow;fx_s1_*_air_sp,,success,
pool2_pump_freq_lag15,y_fx_xin1,pool2_pump_freq,total_effect,fx_s1_pool2_pump_freq;fx_s1_pool{k}_pump_freq,fx_s1_pool2_pump_freq,,15,agg_tm_cyclone_feed_flow;agg_tm_cyclone_feed_pressure;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt*_underflow_density;fx_nt*_motor_current;fx_blower*_pressure;fx_s1_pool2_level;fx_s1_pool1_level;fx_s1_pool3_level,agg_tm_cyclone_feed_flow;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt1_underflow_density;fx_nt2_underflow_density;fx_nt1_motor_current;fx_nt2_motor_current;fx_blower1_pressure;fx_blower2_pressure;fx_s1_pool2_level;fx_s1_pool1_level;fx_s1_pool3_level,agg_tm_cyclone_feed_pressure,y_*;lab_*;*_label*;*_target*;*_pred*;fx_s1_pool*_pump_curr;fx_s1_*_froth_h;fx_s1_*_level_valve*;fx_s1_*_motor_curr,,success,
pool2_pump_freq_lag30,y_fx_xin1,pool2_pump_freq,total_effect,fx_s1_pool2_pump_freq;fx_s1_pool{k}_pump_freq,fx_s1_pool2_pump_freq,,30,agg_tm_cyclone_feed_flow;agg_tm_cyclone_feed_pressure;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt*_underflow_density;fx_nt*_motor_current;fx_blower*_pressure;fx_s1_pool2_level;fx_s1_pool1_level;fx_s1_pool3_level,agg_tm_cyclone_feed_flow;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt1_underflow_density;fx_nt2_underflow_density;fx_nt1_motor_current;fx_nt2_motor_current;fx_blower1_pressure;fx_blower2_pressure;fx_s1_pool2_level;fx_s1_pool1_level;fx_s1_pool3_level,agg_tm_cyclone_feed_pressure,y_*;lab_*;*_label*;*_target*;*_pred*;fx_s1_pool*_pump_curr;fx_s1_*_froth_h;fx_s1_*_level_valve*;fx_s1_*_motor_curr,,success,
pool2_pump_freq_lag60,y_fx_xin1,pool2_pump_freq,total_effect,fx_s1_pool2_pump_freq;fx_s1_pool{k}_pump_freq,fx_s1_pool2_pump_freq,,60,agg_tm_cyclone_feed_flow;agg_tm_cyclone_feed_pressure;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt*_underflow_density;fx_nt*_motor_current;fx_blower*_pressure;fx_s1_pool2_level;fx_s1_pool1_level;fx_s1_pool3_level,agg_tm_cyclone_feed_flow;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt1_underflow_density;fx_nt2_underflow_density;fx_nt1_motor_current;fx_nt2_motor_current;fx_blower1_pressure;fx_blower2_pressure;fx_s1_pool2_level;fx_s1_pool1_level;fx_s1_pool3_level,agg_tm_cyclone_feed_pressure,y_*;lab_*;*_label*;*_target*;*_pred*;fx_s1_pool*_pump_curr;fx_s1_*_froth_h;fx_s1_*_level_valve*;fx_s1_*_motor_curr,,success,
pool2_pump_freq_lag120,y_fx_xin1,pool2_pump_freq,total_effect,fx_s1_pool2_pump_freq;fx_s1_pool{k}_pump_freq,fx_s1_pool2_pump_freq,,120,agg_tm_cyclone_feed_flow;agg_tm_cyclone_feed_pressure;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt*_underflow_density;fx_nt*_motor_current;fx_blower*_pressure;fx_s1_pool2_level;fx_s1_pool1_level;fx_s1_pool3_level,agg_tm_cyclone_feed_flow;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt1_underflow_density;fx_nt2_underflow_density;fx_nt1_motor_current;fx_nt2_motor_current;fx_blower1_pressure;fx_blower2_pressure;fx_s1_pool2_level;fx_s1_pool1_level;fx_s1_pool3_level,agg_tm_cyclone_feed_pressure,y_*;lab_*;*_label*;*_target*;*_pred*;fx_s1_pool*_pump_curr;fx_s1_*_froth_h;fx_s1_*_level_valve*;fx_s1_*_motor_curr,,success,
pool1_pump_freq_lag15,y_fx_xin1,pool1_pump_freq,total_effect,fx_s1_pool1_pump_freq;fx_s1_pool{k}_pump_freq,fx_s1_pool1_pump_freq,,15,agg_tm_cyclone_feed_flow;agg_tm_cyclone_feed_pressure;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt*_underflow_density;fx_nt*_motor_current;fx_blower*_pressure;fx_s1_pool1_level;fx_s1_pool2_level;fx_s1_pool3_level,agg_tm_cyclone_feed_flow;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt1_underflow_density;fx_nt2_underflow_density;fx_nt1_motor_current;fx_nt2_motor_current;fx_blower1_pressure;fx_blower2_pressure;fx_s1_pool1_level;fx_s1_pool2_level;fx_s1_pool3_level,agg_tm_cyclone_feed_pressure,y_*;lab_*;*_label*;*_target*;*_pred*;fx_s1_pool*_pump_curr;fx_s1_*_froth_h;fx_s1_*_level_valve*;fx_s1_*_motor_curr,,success,
pool1_pump_freq_lag30,y_fx_xin1,pool1_pump_freq,total_effect,fx_s1_pool1_pump_freq;fx_s1_pool{k}_pump_freq,fx_s1_pool1_pump_freq,,30,agg_tm_cyclone_feed_flow;agg_tm_cyclone_feed_pressure;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt*_underflow_density;fx_nt*_motor_current;fx_blower*_pressure;fx_s1_pool1_level;fx_s1_pool2_level;fx_s1_pool3_level,agg_tm_cyclone_feed_flow;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt1_underflow_density;fx_nt2_underflow_density;fx_nt1_motor_current;fx_nt2_motor_current;fx_blower1_pressure;fx_blower2_pressure;fx_s1_pool1_level;fx_s1_pool2_level;fx_s1_pool3_level,agg_tm_cyclone_feed_pressure,y_*;lab_*;*_label*;*_target*;*_pred*;fx_s1_pool*_pump_curr;fx_s1_*_froth_h;fx_s1_*_level_valve*;fx_s1_*_motor_curr,,success,
pool1_pump_freq_lag60,y_fx_xin1,pool1_pump_freq,total_effect,fx_s1_pool1_pump_freq;fx_s1_pool{k}_pump_freq,fx_s1_pool1_pump_freq,,60,agg_tm_cyclone_feed_flow;agg_tm_cyclone_feed_pressure;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt*_underflow_density;fx_nt*_motor_current;fx_blower*_pressure;fx_s1_pool1_level;fx_s1_pool2_level;fx_s1_pool3_level,agg_tm_cyclone_feed_flow;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt1_underflow_density;fx_nt2_underflow_density;fx_nt1_motor_current;fx_nt2_motor_current;fx_blower1_pressure;fx_blower2_pressure;fx_s1_pool1_level;fx_s1_pool2_level;fx_s1_pool3_level,agg_tm_cyclone_feed_pressure,y_*;lab_*;*_label*;*_target*;*_pred*;fx_s1_pool*_pump_curr;fx_s1_*_froth_h;fx_s1_*_level_valve*;fx_s1_*_motor_curr,,success,
pool1_pump_freq_lag120,y_fx_xin1,pool1_pump_freq,total_effect,fx_s1_pool1_pump_freq;fx_s1_pool{k}_pump_freq,fx_s1_pool1_pump_freq,,120,agg_tm_cyclone_feed_flow;agg_tm_cyclone_feed_pressure;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt*_underflow_density;fx_nt*_motor_current;fx_blower*_pressure;fx_s1_pool1_level;fx_s1_pool2_level;fx_s1_pool3_level,agg_tm_cyclone_feed_flow;agg_tm_motor_current;agg_tm_cyclone_overflow_pool_level;agg_tm_cyclone_pool_level;agg_tm_cyclone_pump_freq;agg_tm_cyclone_pump_current;agg_tm_cyclone_sand_water_flow;agg_tm_cyclone_sand_valve_setpoint;agg_tm_overflow_pump_current;MC1_FET503_AI;fx_nt1_underflow_density;fx_nt2_underflow_density;fx_nt1_motor_current;fx_nt2_motor_current;fx_blower1_pressure;fx_blower2_pressure;fx_s1_pool1_level;fx_s1_pool2_level;fx_s1_pool3_level,agg_tm_cyclone_feed_pressure,y_*;lab_*;*_label*;*_target*;*_pred*;fx_s1_pool*_pump_curr;fx_s1_*_froth_h;fx_s1_*_level_valve*;fx_s1_*_motor_curr,,success,
